geo_hnum,geo_sname,geo_borough,geo_bbl,geo_tpad_new_bin,geo_tpad_new_bin_status,geo_tpad_dm_bin_status,geo_tpad_conflict_flag,geo_tpad_bin_status,geo_return_code,geo_return_code_2,geo_message,geo_message_2,geo_reason_code,job_number,uid,date_complete,date_permittd,date_filed
162,MONROE STREET,BROOKLYN,3018170025,3422073,0,"",2,"",00,01,"","TPAD BBL USED, NO EXISTING PAD BBL",*,320916210,32091621011/10/2016 12:00:00 AM,2016-10-26,2015-05-12,07/18/2014
6,ST MARYS AVENUE,STATEN IS,5028470080,5170440,0,"",D,"",00,01,"","ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",*,520316202,52031620204/03/2018 12:00:00 AM,2019-09-06,2018-04-03,10/10/2017
"",RANDALLS ISLAND,MANHATTAN,1018190203,1090405,0,"",2,"",58,01,"NON-ADDRESSABLE PLACE NAME, BRIDGE, TUNNEL OR MISC STRUCTURE NOT FOUND","TPAD BBL USED, NO EXISTING PAD BBL",I,104718815,10471881509/06/2013 12:00:00 AM,2015-05-28,2008-07-25,03/28/2007
11,MADISON AVENUE,MANHATTAN,1008547501,"","","",8,"",00,01,"","PAD BBL USED, TPAD NB BIN WITH NB-0 ON DIFFERENT BBL THAN PAD BIN",*,122208388,12220838804/10/2015 12:00:00 AM,2016-02-10,2015-04-10,12/01/2014
11,MADISON AVENUE,MANHATTAN,1008547501,"","","",8,"",00,01,"","PAD BBL USED, TPAD NB BIN WITH NB-0 ON DIFFERENT BBL THAN PAD BIN",*,122047114,12204711409/27/2017 12:00:00 AM,2016-03-18,2014-09-05,06/26/2014
536,MYRTLE AVENUE,BROOKLYN,3019050040,3395087,2,"",2,"",00,01,"","TPAD BBL USED, NO EXISTING PAD BBL",*,310078171,31007817108/14/2013 12:00:00 AM,2010-09-27,2008-11-17,12/31/2007
880,TINTON AVENUE,BRONX,2026680061,2118089,1,"",2,"",00,01,"","TPAD BBL USED, NO EXISTING PAD BBL",*,220111484,22011148410/04/2013 12:00:00 AM,2013-08-06,2012-04-27,04/04/2011
51,AUDUBON AVENUE,MANHATTAN,1021230082,1088108,0,"",2,"",00,01,"","TPAD BBL USED, NO EXISTING PAD BBL",*,120273612,12027361203/05/2015 12:00:00 AM,2012-11-09,2010-08-10,02/22/2010
87,CHAMBERS STREET,MANHATTAN,1001497503,"","","",8,"",00,01,"","PAD BBL USED, TPAD NB BIN WITH NB-0 ON DIFFERENT BBL THAN PAD BIN",8,120571194,12057119406/13/2019 12:00:00 AM,2015-08-06,2013-03-28,01/05/2011
4,NORTH HENRY STREET,BROOKLYN,3028320027,3418424,0,"",D,"",00,01,"","ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",*,320625196,32062519608/02/2017 12:00:00 AM,2017-07-13,2016-07-27,05/21/2015
566,GULF AVENUE,STATEN IS,5018350001,5166781,0,"",2,"",00,01,"","TPAD BBL USED, NO EXISTING PAD BBL",*,520225426,52022542606/27/2019 12:00:00 AM,2019-11-20,2017-12-05,05/03/2016
42,LEXINGTON AVENUE,BROOKLYN,3019690036,3421629,0,"",2,"",00,01,"","TPAD BBL USED, NO EXISTING PAD BBL",*,321316740,32131674001/11/2019 12:00:00 AM,2019-09-24,2017-06-05,02/24/2016
755,PARK AVENUE,BROOKLYN,3017310030,3422099,0,"",3,"",00,01,"","TPAD BBL USED, PAD PSEUDO-ADDRESS ON DIFFERENT BBL THAN TPAD NB BIN",8,320913357,32091335708/22/2019 12:00:00 AM,2019-08-22,2018-03-27,10/07/2014
570,EAST  137 STREET,BRONX,2025480002,2128429,0,"",3,"",00,01,"","TPAD BBL USED, PAD PSEUDO-ADDRESS ON DIFFERENT BBL THAN TPAD NB BIN",8,220152661,22015266106/05/2019 12:00:00 AM,2019-12-30,2017-06-28,03/10/2017
112,ST EDWARDS STREET,BROOKLYN,3020340134,3424494,0,"",D,"",00,01,"","ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",8,321186541,32118654112/11/2019 12:00:00 AM,2019-12-16,2017-08-01,04/03/2017
1530,PUTNAM AVENUE,BROOKLYN,3033790054,3425522,0,"",4,"",00,01,"","TPAD BBL USED,EXISTING PAD BIN OF INPUT ADDR ON DIFF BBL THAN TPAD NB BIN",8,320913080,32091308008/24/2017 12:00:00 AM,2017-08-24,2015-04-29,10/01/2014
7,NAVY PIER COURT,STATEN IS,5004877501,"","","",8,"",00,01,"","PAD BBL USED, TPAD NB BIN WITH NB-0 ON DIFFERENT BBL THAN PAD BIN",*,520132963,52013296307/25/2016 12:00:00 AM,2016-08-18,2013-06-26,12/03/2012
507,SCHROEDERS AVENUE,BROOKLYN,3112390451,3421526,0,"",2,"",42,01,ADDRESS NUMBER OUT OF RANGE,"TPAD BBL USED, NO EXISTING PAD BBL",*,321187942,32118794204/23/2019 12:00:00 AM,2019-04-23,2016-09-26,05/16/2016
988,EAST  180 STREET,BRONX,2031320002,2128733,0,"",2,"",00,01,"","TPAD BBL USED, NO EXISTING PAD BBL",*,220152233,22015223306/21/2019 12:00:00 AM,2019-08-15,2017-08-15,05/17/2016
242,BROOME STREET,MANHATTAN,1004090056,1089450,0,"",2,"",00,01,"","TPAD BBL USED, NO EXISTING PAD BBL",*,121187045,12118704506/15/2018 12:00:00 AM,2018-04-12,2015-05-04,09/11/2014
1520,PROSPECT PLACE,BROOKLYN,3013680035,3424852,0,"",3,"",00,01,"","TPAD BBL USED, PAD PSEUDO-ADDRESS ON DIFFERENT BBL THAN TPAD NB BIN",8,321188656,32118865603/16/2019 12:00:00 AM,2019-03-16,2018-01-17,08/31/2017
509,WEST   38 STREET,MANHATTAN,1007100022,1089733,0,"",2,"",00,01,"","TPAD BBL USED, NO EXISTING PAD BBL",*,121186171,12118617104/28/2017 12:00:00 AM,2017-04-28,2015-02-19,06/30/2014
1880,BATHGATE AVENUE,BRONX,2029240007,2128726,0,"",2,"",00,01,"","TPAD BBL USED, NO EXISTING PAD BBL",*,220152420,22015242002/07/2019 12:00:00 AM,2019-12-09,2017-11-03,09/19/2016
116,WALTON STREET,BROOKLYN,3022500025,3413790,0,"",2,"",00,01,"","TPAD BBL USED, NO EXISTING PAD BBL",*,320822053,32082205312/06/2016 12:00:00 AM,2016-12-06,2014-06-23,12/17/2013
410,MANHATTAN AVENUE,BROOKLYN,3027340004,3425751,0,"",2,"",00,01,"","TPAD BBL USED, NO EXISTING PAD BBL",*,320597948,32059794810/25/2018 12:00:00 AM,2017-04-28,2015-07-20,12/22/2014
3206,GLENWOOD ROAD,BROOKLYN,3075600040,3425719,0,"",D,"",00,01,"","ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",8,321695867,32169586708/09/2019 12:00:00 AM,2019-08-09,2018-04-19,01/25/2018
34-11,BEACH CHANNEL DRIVE,QUEENS,4159507501,"","","",8,"",00,01,"","PAD BBL USED, TPAD NB BIN WITH NB-0 ON DIFFERENT BBL THAN PAD BIN",8,421094283,42109428311/08/2017 12:00:00 AM,2018-08-20,2015-06-17,03/23/2015
147-36,94 AVENUE,QUEENS,4099990009,4608253,0,"",2,"",00,01,"","TPAD BBL USED, NO EXISTING PAD BBL",*,420655703,42065570312/12/2019 12:00:00 AM,2018-05-16,2016-07-07,12/22/2015
425,WEST   18 STREET,MANHATTAN,1007160015,1089965,0,"",2,"",00,01,"","TPAD BBL USED, NO EXISTING PAD BBL",*,122736762,12273676208/01/2019 12:00:00 AM,2018-11-20,2017-02-13,06/16/2016
695,GRAND STREET,BROOKLYN,3027827502,"","","",8,"",00,01,"","PAD BBL USED, TPAD NB BIN WITH NB-0 ON DIFFERENT BBL THAN PAD BIN",*,320623250,32062325007/29/2019 12:00:00 AM,2018-08-29,2016-07-29,02/12/2015
3620,WEBSTER AVENUE,BRONX,2033600077,2121025,0,"",3,"",00,01,"","TPAD BBL USED, PAD PSEUDO-ADDRESS ON DIFFERENT BBL THAN TPAD NB BIN",8,220471503,22047150305/04/2018 12:00:00 AM,2018-10-15,2015-12-29,08/03/2015
